,wagnum,model,rod_id,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km
15210,28522,12-132,1,695,695,88.0,245,1012176000,1694995200,0,0,110,160,2,9,2,4,12,110000
15211,29392,12-132,1,695,695,88.0,240,1333238400,2035152000,0,1,110,160,2,9,2,7,11,160000
15212,29490,12-132,1,695,695,88.0,240,1333843200,2066515200,0,1,110,160,2,9,2,7,11,160000
15213,21398,12-783,1,700,700,76.0,235,1155600000,1850342400,2,1,160,160,2,9,2,4,5,160000
15214,26636,12-132,1,695,695,88.0,241,1272240000,2015366400,0,1,110,160,2,9,2,7,11,160000
15215,29094,12-132,1,695,695,88.0,244,1178582400,1792022400,0,1,110,160,2,9,3,4,11,160000
15216,30556,12-7023-02,1,703,703,90.0,235,1268352000,2019254400,2,1,160,160,2,9,2,7,12,160000
15217,33219,12-196-02,1,750,750,94.0,248,1485648000,2592000000,0,1,350,500,43,11,2,7,11,350000
15218,9181,11-286,0,670,670,138.0,270,801187200,1821916800,1,1,110,160,2,9,3,1,1,160000
15219,12374,12-132-03,1,695,695,88.0,238,1213660800,2051049600,0,1,110,160,22,2,2,7,11,160000
15220,24976,12-1303-01,1,690,690,88.0,245,1262217600,2025907200,6,1,110,160,2,2,2,6,11,160000
15221,13992,12-132,1,700,700,88.0,240,1066176000,1806624000,0,1,110,160,2,9,2,4,11,160000
15222,23076,12-132,1,695,695,88.0,240,1308441600,1968451200,13,1,110,160,22,9,3,7,12,160000
15223,21573,12-1303-01,1,690,690,88.0,245,1325289600,2024438400,6,1,110,160,2,2,3,6,11,160000
15224,28444,12-132,1,695,695,88.0,240,1301097600,2000937600,13,1,110,160,22,9,3,7,12,160000
15225,7182,11-286,0,670,670,138.0,270,814838400,1776816000,1,1,110,160,2,9,2,4,19,160000
15226,33412,12-1303-01,1,690,690,88.0,245,1304380800,1995926400,6,1,110,160,2,2,2,6,11,160000
15227,26632,12-132,1,695,695,88.0,241,1315008000,1952812800,0,1,110,160,2,9,2,7,11,160000
15228,6848,11-280,0,680,680,138.0,247,778291200,1783036800,1,1,110,160,2,9,2,1,11,160000
15229,22599,12-9766,1,695,695,88.0,244,1308700800,2015539200,5,1,110,160,22,9,2,6,12,160000
15230,13142,12-132-03,1,695,695,88.0,241,1216684800,2006380800,0,1,110,160,22,2,2,7,11,160000
15231,10322,12-132-03,1,695,695,88.0,242,1274572800,2014329600,0,1,110,160,22,2,2,7,11,160000
15232,30606,12-7023-02,1,703,703,90.0,235,1273276800,1996531200,2,1,160,160,2,9,2,7,12,160000
15233,17295,11-1807-01,0,667,667,165.0,271,1226016000,2318112000,17,1,110,160,2,9,2,7,18,160000
15234,13582,12-132-03,1,695,695,88.0,243,1286236800,2023056000,0,1,110,160,22,2,2,7,11,160000
15235,16659,11-1807,0,672,672,138.0,267,1255996800,2371248000,17,1,110,160,2,9,2,7,11,160000
15236,17336,12-132,1,695,695,88.0,242,1294790400,1965168000,0,1,110,160,2,9,3,7,11,160000
15237,8076,11-286,0,670,670,138.0,270,800064000,1755734400,1,1,110,160,2,9,2,1,1,160000
15238,31493,12-132,1,695,695,88.0,239,1393718400,2095977600,0,1,110,160,2,9,2,7,11,160000
15239,12028,12-132-03,1,695,695,88.0,245,1292976000,1988755200,0,1,110,160,22,2,2,7,11,160000
15240,9103,11-286,0,670,670,138.0,270,890697600,1870732800,1,1,110,160,2,9,2,1,2,160000
15241,12107,12-132-03,1,695,695,88.0,240,1218499200,2011910400,0,1,110,160,22,2,2,7,11,160000
15242,21708,12-132,1,695,695,88.0,241,1250812800,1961107200,0,1,110,160,2,9,2,7,11,160000
15243,13286,12-132-03,1,695,695,88.0,241,1214784000,1981497600,0,1,110,160,22,2,2,7,11,160000
15244,13203,12-132-03,1,695,695,88.0,240,1275868800,2058825600,0,1,110,160,22,2,2,7,11,160000
15245,11234,12-132,1,700,700,88.0,240,1072396800,1730851200,0,1,110,160,2,9,3,1,11,160000
15246,15083,12-132,1,700,700,88.0,240,1036972800,1824595200,0,1,110,160,2,9,3,1,11,160000
15247,12693,12-132-03,1,695,695,88.0,243,1291766400,2042323200,0,1,110,160,22,2,2,7,11,160000
15248,19326,11-286,0,670,670,138.0,263,805420800,1800057600,1,1,110,160,2,9,2,7,11,160000
15249,12276,12-132-03,1,695,695,88.0,240,1272844800,1980460800,0,1,110,160,22,2,2,7,11,160000
15250,8793,11-286,0,670,670,138.0,270,748483200,1807142400,1,1,110,160,2,9,2,1,1,110000
15251,12702,12-132-03,1,695,695,88.0,243,1237939200,1978128000,0,1,110,160,22,2,2,7,11,160000
15252,11039,12-600-05,1,693,693,88.0,235,821750400,1795824000,21,1,160,160,2,9,2,4,12,160000
15253,20152,11-1807-01,0,667,667,165.0,271,1225411200,2244844800,9,1,110,160,2,9,3,6,12,160000
15254,31247,12-132,1,695,695,88.0,239,1300233600,2099001600,0,1,110,160,2,9,2,7,11,160000
15255,18712,11-280,0,680,680,138.0,260,1070841600,2050012800,1,1,110,160,2,9,2,1,11,160000
15256,18701,11-280,0,680,680,138.0,248,1085702400,2054246400,1,1,110,160,2,9,2,1,11,160000
15257,13806,12-132,1,700,700,88.0,240,1098748800,1813968000,0,1,110,160,2,9,2,4,11,160000
15258,23034,12-132,1,695,695,88.0,243,1309737600,1969228800,0,1,110,160,2,9,2,7,11,160000
15259,9177,11-286,0,670,670,138.0,270,852336000,1783123200,1,1,110,160,2,9,3,1,1,160000
15260,14885,12-132,1,700,700,88.0,240,1040256000,1783123200,0,1,110,160,2,9,2,1,4,160000
15261,15228,12-132,1,700,700,88.0,240,1098057600,1827014400,0,1,110,160,2,9,3,1,11,160000
15262,18728,11-280,0,680,680,138.0,260,1099008000,2106172800,1,1,110,160,2,9,2,1,5,160000
15263,10587,12-132-03,1,695,695,88.0,237,1198972800,1976572800,0,1,110,160,22,2,2,7,11,160000
15264,31176,12-132,1,695,695,88.0,239,1389657600,2006553600,0,1,110,160,2,9,2,7,11,160000
15265,8706,11-286,0,670,670,138.0,270,812937600,1753056000,1,1,110,160,2,9,2,1,1,160000
15266,11450,12-132-03,1,695,695,88.0,242,1283126400,1992556800,0,1,110,160,22,2,2,7,11,160000
15267,11738,12-132,1,700,700,88.0,240,1120953600,1774828800,0,1,110,160,2,9,2,1,4,160000
15268,14506,12-132,1,700,700,88.0,240,1145404800,1756080000,0,1,110,160,2,9,2,1,4,160000
15269,24011,12-132,1,695,695,88.0,243,1264723200,1952121600,0,1,110,160,2,9,2,7,11,160000
15270,32800,12-132,1,695,695,88.0,240,1313625600,2008368000,0,1,110,160,2,9,2,7,11,160000
15271,32953,12-132,1,695,695,88.0,240,1394409600,2047507200,0,1,110,160,2,9,2,7,11,160000
15272,29021,12-132,1,695,695,88.0,242,1152835200,1800921600,0,1,110,160,2,9,2,4,11,160000
15273,14751,12-132,1,700,700,88.0,240,1123027200,1833580800,0,1,110,160,2,9,2,1,11,160000
15274,32743,12-132,1,695,695,88.0,240,1377302400,2108592000,0,1,110,160,2,9,2,7,11,160000
15275,23641,12-132,1,695,695,88.0,240,1266969600,1947542400,0,1,110,160,2,9,3,7,11,160000
15276,11118,12-132,1,700,700,88.0,240,1083456000,1817164800,0,1,110,160,2,9,2,1,11,160000
15277,6187,11-276,0,680,680,122.0,260,710640000,1745107200,1,1,110,160,2,9,3,1,2,110000
15278,6105,11-276,0,680,680,122.0,260,795484800,1813968000,1,1,110,160,2,9,3,1,2,110000
15279,33175,12-196-02,1,750,750,94.0,248,1531094400,2570313600,0,1,350,500,43,11,2,7,11,350000
15280,15130,12-132,1,700,700,88.0,240,1088640000,1735430400,0,1,110,160,2,9,3,1,4,160000
15281,18176,12-132,1,695,695,88.0,235,1295913600,2005862400,0,1,110,160,2,9,2,7,11,160000
15282,5956,11-276,0,680,680,122.0,260,818985600,1765324800,1,1,110,160,2,9,3,1,2,110000
15283,6166,11-276,0,680,680,122.0,260,777427200,1790812800,1,1,110,160,2,9,3,1,2,160000
15284,5525,11-276,0,680,680,122.0,260,753667200,1746576000,1,1,110,160,2,9,3,1,1,160000
15285,17237,11-1807-01,0,667,667,165.0,271,1264118400,2309385600,9,1,110,160,2,9,2,4,19,160000
15286,14764,12-132,1,700,700,88.0,240,1066521600,1803600000,0,1,110,160,2,9,3,1,11,160000
15287,13373,12-132-03,1,695,695,88.0,243,1249689600,2038003200,0,1,110,160,22,2,2,7,11,160000
15288,30550,12-7023-02,1,703,703,90.0,235,1307491200,2007936000,2,1,160,160,2,9,2,7,12,160000
15289,23312,12-132,1,695,695,88.0,243,1320364800,2017612800,0,1,110,160,2,9,2,7,11,160000
15290,25232,12-296-01,1,700,700,83.0,237,1285459200,2015798400,1,1,110,160,2,9,3,7,11,160000
15291,28405,12-132,1,700,700,88.0,235,1098662400,1771200000,0,1,110,160,2,9,3,1,11,160000
15292,26674,12-132,1,695,695,88.0,242,1250899200,2011996800,0,1,110,160,2,9,3,7,11,160000
15293,27697,12-1704-04,1,690,690,88.0,238,1225065600,1900454400,9,1,110,160,2,9,2,4,9,160000
15294,14576,12-132,1,700,700,88.0,240,1062633600,1804204800,0,1,110,160,2,9,3,1,2,160000
15295,8528,11-286,0,670,670,138.0,270,715219200,1834099200,1,1,110,160,2,9,2,6,2,160000
15296,7286,11-286,0,670,670,138.0,270,773884800,1786147200,1,1,110,160,2,9,2,4,15,160000
15297,12804,12-132-03,1,695,695,88.0,243,1241740800,2031955200,0,1,110,160,22,2,2,7,11,160000
15298,14970,12-132,1,700,700,88.0,240,1046131200,1824681600,0,1,110,160,2,9,2,1,11,160000
15299,9405,11-286,0,670,670,138.0,270,790300800,1835136000,1,1,110,160,2,9,2,1,1,160000
15300,15904,11-1807-01,0,667,667,165.0,267,1338768000,2282688000,17,1,110,160,2,9,2,7,12,160000
15301,2187,11-2135-01,0,670,670,161.0,268,1632096000,2604873600,1,1,110,160,2,9,2,19,11,160000
15302,2194,11-2135-01,0,670,670,161.0,268,1597622400,2644963200,1,1,110,160,2,9,2,19,11,160000
15303,28256,12-600-08,1,696,696,76.0,232,713232000,1778544000,5,1,160,0,2,9,3,6,11,160000
15304,15755,12-132,1,700,700,88.0,240,1093219200,1806364800,0,1,110,160,2,9,3,1,11,160000
15305,14927,12-132,1,700,700,88.0,240,1068508800,1817251200,0,1,110,160,2,9,3,1,11,0
15306,12396,12-132-03,1,695,695,88.0,243,1184544000,2016489600,0,1,110,160,22,2,2,7,11,160000
15307,21805,12-132,1,695,695,88.0,243,1331164800,2027894400,0,1,110,160,2,9,2,7,11,160000
15308,27710,12-600-08,1,696,696,76.0,235,689040000,1772841600,5,1,160,0,2,9,2,6,11,110000
15309,20119,11-1807-01,0,667,667,165.0,271,1206057600,2234390400,9,1,110,160,2,9,3,4,11,160000
15310,29308,12-132,1,695,695,88.0,241,1356048000,2013465600,0,1,110,160,2,9,3,7,11,160000
15311,12311,12-132-03,1,695,695,88.0,243,1248998400,2016316800,0,1,110,160,22,2,2,7,11,160000
15312,10631,12-132,1,700,700,88.0,240,1057795200,1744070400,0,1,110,160,2,9,2,1,11,160000
15313,32295,12-132,1,695,695,88.0,240,1380412800,2063491200,0,1,110,160,2,9,2,7,11,160000
15314,32826,12-132,1,695,695,88.0,240,1313366400,2122416000,0,1,110,160,2,9,2,7,11,160000
15315,32823,12-132,1,695,695,88.0,240,1368230400,2053209600,0,1,110,160,2,9,2,7,11,160000
15316,27868,12-132,1,695,695,88.0,241,1319760000,1971043200,13,1,110,160,22,9,3,7,11,160000
15317,32550,12-132,1,695,695,88.0,241,1347235200,2057875200,0,1,110,160,2,9,2,7,11,160000
15318,27160,12-132,1,695,695,88.0,243,1267747200,1966896000,0,1,110,160,2,9,2,7,11,160000
15319,23381,12-132,1,695,695,88.0,242,1288828800,1979251200,0,1,110,160,2,9,2,7,11,160000
15320,26158,12-132,1,695,695,88.0,240,1249171200,1939507200,13,1,110,160,22,9,2,7,11,160000
15321,22614,12-9766,1,695,695,88.0,244,1332028800,2052345600,5,1,110,160,22,9,3,6,12,160000
15322,16148,11-280,0,680,680,138.0,258,1195603200,2212444800,1,1,110,160,2,9,2,6,5,160000
15323,30721,12-7023-02,1,703,703,90.0,235,1348272000,1976313600,2,1,160,160,2,9,2,7,12,160000
15324,10808,12-132,1,700,700,88.0,240,1035504000,1752969600,0,1,110,160,2,9,2,6,4,160000
15325,21065,12-9788-01,1,710,710,85.0,225,1242432000,1963612800,6,1,110,160,2,2,2,7,11,160000
15326,21069,12-9788-01,1,710,710,85.0,225,1299715200,2008540800,6,1,110,160,2,2,2,7,11,160000
15327,26882,12-132,1,700,700,88.0,237,1121990400,1805500800,0,1,110,160,2,9,3,1,11,160000
15328,16958,12-7023-02,1,703,703,90.0,236,1322870400,2054073600,2,1,160,160,2,9,2,7,12,160000
15329,13622,12-132-03,1,695,695,88.0,241,1271376000,1993766400,0,1,110,160,22,2,2,7,11,160000
15330,13920,12-132,1,700,700,88.0,240,1064448000,1764806400,0,1,110,160,2,9,2,6,12,160000
15331,21175,12-132,1,695,695,88.0,235,1216425600,1899849600,13,1,110,160,22,9,2,6,11,160000
15332,33092,12-196-02,1,750,750,94.0,249,1544745600,2555193600,0,1,350,500,43,11,2,7,11,350000
15333,24712,12-132,1,695,695,88.0,243,1329696000,2046988800,0,1,110,160,2,9,2,7,11,160000
15334,22206,12-132,1,695,695,88.0,241,1290038400,2061072000,0,1,110,160,2,9,2,7,11,160000
15335,25127,12-1303-01,1,690,690,88.0,245,1327536000,1998172800,6,1,110,160,2,2,2,6,11,160000
15336,25129,12-1303-01,1,690,690,88.0,245,1311984000,1995321600,6,1,110,160,2,2,2,6,11,160000
15337,14580,12-132,1,700,700,88.0,240,1039392000,1705017600,0,1,110,160,2,9,3,1,12,160000
15338,23699,12-1704-04,1,700,700,88.0,238,1278806400,1992297600,17,1,110,160,2,9,2,7,16,160000
15339,23177,12-132,1,695,695,88.0,240,1348790400,1935619200,13,1,110,160,22,9,3,7,12,160000
15340,1418,11-1268,0,680,680,174.0,253,1676073600,2615587200,13,1,160,160,2,9,2,7,11,160000
15341,11870,12-600-02,1,706,706,77.0,230,711763200,1780358400,21,1,160,160,2,9,2,4,11,160000
15342,16587,11-1807-01,0,667,667,165.0,271,1294185600,2270073600,17,1,110,160,2,9,2,7,11,160000
15343,14653,12-132,1,700,700,88.0,240,1075766400,1752883200,0,1,110,160,2,9,3,1,11,160000
15344,29141,12-4102,1,710,710,82.0,225,1126224000,1840233600,8,1,110,160,2,9,2,4,12,160000
15345,31478,12-132,1,695,695,88.0,239,1333238400,2059776000,0,1,110,160,2,9,3,7,11,160000
15346,25363,12-132-03,1,695,695,88.0,243,1289001600,2021241600,0,1,110,160,22,2,2,7,11,160000
15347,14901,12-132,1,700,700,88.0,240,1074038400,1742169600,0,1,110,160,2,9,2,1,12,160000
15348,27558,12-132,1,695,695,88.0,240,1354665600,2072044800,0,1,110,160,2,9,2,7,11,160000
15349,27559,12-132,1,695,695,88.0,240,1315440000,2062281600,0,1,110,160,2,9,2,7,11,160000
15350,21943,12-132,1,695,695,88.0,241,1316044800,1975449600,0,1,110,160,2,9,2,7,11,160000
15351,16268,11-1807-01,0,667,667,165.0,271,1245888000,2255731200,17,1,110,160,2,9,2,7,13,160000
15352,8239,11-286,0,670,670,138.0,270,800841600,1771200000,1,1,110,160,2,9,2,1,1,160000
15353,26797,12-132,1,700,700,88.0,235,1046131200,1762905600,0,1,110,160,2,9,3,1,11,160000
15354,28188,12-132,1,695,695,88.0,243,1118361600,1759881600,0,1,110,160,2,9,2,4,11,160000
15355,23061,12-132,1,695,695,88.0,240,1315353600,1950048000,13,1,110,160,22,9,2,7,11,160000
15356,23347,12-132,1,695,695,88.0,242,1270512000,1963353600,0,1,110,160,2,9,2,7,11,160000
15357,14338,12-132,1,700,700,88.0,240,1067904000,1799971200,0,1,110,160,2,9,3,1,2,160000
15358,27662,12-132,1,695,695,88.0,242,1319760000,2027203200,0,1,110,160,2,9,2,7,11,160000
15359,27622,12-132,1,695,695,88.0,240,1286409600,2051136000,0,1,110,160,2,9,2,7,11,160000
15360,2339,11-2135-01,0,670,670,161.0,267,1602720000,2670278400,1,1,110,160,2,9,2,19,11,160000
15361,1422,11-1268,0,680,680,174.0,253,1671753600,2589321600,13,1,160,160,2,9,2,7,11,160000
15362,2347,11-2135-01,0,670,670,161.0,267,1614902400,2647209600,1,1,110,160,2,9,2,19,11,160000
15363,2360,11-2135-01,0,670,670,161.0,268,1678060800,2597702400,1,1,110,160,2,9,2,19,11,160000
15364,11895,12-132,1,700,700,88.0,240,1038182400,1770940800,0,1,110,160,2,9,2,1,11,160000
15365,8997,11-286,0,670,670,138.0,270,830822400,1838160000,1,1,110,160,2,9,3,1,2,160000
15366,8340,11-286,0,670,670,138.0,270,772588800,1782691200,1,1,110,160,2,9,2,4,2,160000
15367,29417,12-132,1,695,695,88.0,242,1313625600,2014329600,0,1,110,160,2,9,2,7,11,160000
15368,29418,12-132,1,695,695,88.0,241,1345248000,1975708800,0,1,110,160,2,9,2,7,11,160000
15369,5660,11-276,0,680,680,122.0,244,741571200,1768089600,1,1,110,160,2,9,3,1,11,110000
15370,18450,11-1807-01,0,667,667,165.0,270,1375920000,2378073600,17,1,110,160,2,9,2,7,16,160000
15371,15703,12-132,1,700,700,88.0,240,1097798400,1766361600,0,1,110,160,2,9,2,1,11,160000
15372,11206,12-132,1,700,700,88.0,240,1022025600,1747353600,0,1,110,160,2,9,2,1,11,160000
15373,11688,12-9790,1,700,700,78.0,240,1276041600,1979510400,18,1,110,160,2,9,2,4,11,160000
15374,33692,12-132,1,695,695,88.0,240,1589414400,2288822400,0,1,110,160,2,9,2,19,11,160000
15375,33703,12-132,1,695,695,88.0,240,1594944000,2286057600,0,1,110,160,2,9,2,19,11,160000
15376,33704,12-132,1,695,695,88.0,240,1576972800,2302905600,0,1,110,160,2,9,2,19,11,160000
15377,33711,12-132,1,695,695,88.0,240,1532995200,2211753600,0,1,110,160,2,9,2,19,11,160000
15378,2101,11-2135-01,0,670,670,161.0,267,1601769600,2631052800,1,1,110,160,2,9,2,19,11,160000
15379,2104,11-2135-01,0,670,670,161.0,268,1637193600,2602713600,1,1,110,160,2,9,2,19,11,160000
15380,23092,12-132,1,695,695,88.0,240,1250899200,2001542400,13,1,110,160,22,9,3,7,12,160000
15381,23206,12-132,1,695,695,88.0,240,1294444800,1975363200,13,1,110,160,22,9,3,7,11,160000
15382,19829,11-286,0,670,670,138.0,270,794102400,1875312000,1,1,110,160,2,9,2,1,2,160000
15383,11905,12-132,1,700,700,88.0,240,1103846400,1748995200,0,1,110,160,2,9,2,1,11,160000
15384,11997,12-132-03,1,695,695,88.0,240,1263513600,2054160000,0,1,110,160,22,2,2,7,11,160000
15385,9619,11-286,0,670,670,138.0,270,839548800,1850342400,1,1,110,160,2,9,3,1,2,160000
15386,15377,12-132,1,700,700,88.0,240,1074038400,1802044800,0,1,110,160,2,9,2,6,11,160000
15387,13381,12-132-03,1,695,695,88.0,237,1255737600,2030140800,0,1,110,160,22,2,2,7,11,160000
15388,25371,12-132-03,1,695,695,88.0,240,1200528000,1957651200,0,1,110,160,22,2,2,7,11,160000
15389,33455,12-1303-01,1,690,690,88.0,245,1302220800,2001974400,6,1,110,160,2,2,2,6,11,160000
15390,2197,11-2135-01,0,670,670,161.0,267,1669334400,2632953600,1,1,110,160,2,9,2,19,11,160000
15391,2198,11-2135-01,0,670,670,161.0,267,1605484800,2673388800,1,1,110,160,2,9,2,19,11,160000
15392,2200,11-2135-01,0,670,670,161.0,267,1625443200,2637273600,1,1,110,160,2,9,2,19,11,160000
15393,2202,11-2135-01,0,670,670,161.0,268,1663632000,2629324800,1,1,110,160,2,9,2,19,11,160000
15394,2203,11-2135-01,0,670,670,161.0,268,1633824000,2611699200,1,1,110,160,2,9,2,19,11,160000
15395,2210,11-2135-01,0,670,670,161.0,268,1586995200,2643926400,1,1,110,160,2,9,2,19,11,160000
15396,2212,11-2135-01,0,670,670,161.0,268,1615939200,2605910400,1,1,110,160,2,9,2,19,11,160000
15397,16571,11-7038,0,680,680,150.0,255,1310342400,2355264000,2,1,110,160,2,9,2,7,5,160000
15398,15095,12-132,1,700,700,88.0,240,1053475200,1799625600,0,1,110,160,2,9,2,1,4,160000
15399,8343,11-286,0,670,670,138.0,270,790041600,1803945600,1,1,110,160,2,9,3,1,1,160000
15400,1762,11-2135-01,0,670,670,161.0,267,1546992000,2617574400,1,1,110,160,2,9,2,19,12,160000
15401,1771,11-2135-01,0,670,670,161.0,268,1621036800,2609452800,1,1,110,160,2,9,2,19,12,160000
15402,1773,11-2135-01,0,670,670,161.0,267,1612396800,2551737600,1,1,110,160,2,9,2,19,12,160000
15403,30240,12-132,1,695,695,88.0,240,1396569600,2068416000,0,1,110,160,2,9,3,7,11,160000
15404,5386,11-276,0,680,680,122.0,260,776736000,1731715200,1,1,110,160,2,9,2,1,1,160000
15405,23143,12-132,1,695,695,88.0,240,1243382400,1935100800,13,1,110,160,22,9,3,7,12,160000
15406,27213,12-132,1,695,695,88.0,241,1257033600,1996617600,0,1,110,160,2,9,2,7,11,160000
15407,12141,12-132-03,1,695,695,88.0,243,1209081600,1998691200,0,1,110,160,22,2,2,7,11,160000
15408,7592,11-286,0,670,670,138.0,270,828921600,1831507200,1,1,110,160,2,9,2,1,2,160000
15409,12648,12-132-03,1,695,695,88.0,243,1257379200,2023747200,0,1,110,160,22,2,2,7,11,160000
15410,24104,12-9085,1,700,700,88.4,240,1292025600,2050099200,19,1,110,160,2,9,2,6,12,160000
15411,2279,11-2135-01,0,670,670,161.0,267,1679443200,2599948800,1,1,110,160,2,9,2,19,11,160000
15412,30806,12-196-02,1,750,750,94.0,249,1488412800,2474496000,0,1,350,500,43,11,2,7,11,350000
15413,27266,11-1807-01,0,667,667,165.0,270,1388361600,2369347200,17,1,110,160,2,9,2,7,12,160000
15414,32321,12-132,1,695,695,88.0,239,1334448000,2079907200,0,1,110,160,2,9,2,7,11,160000
15415,29363,12-132,1,695,695,88.0,242,1270252800,1966723200,0,1,110,160,2,9,2,7,11,160000
15416,27238,12-7023-02,1,703,703,90.0,235,1338163200,2003702400,2,1,160,160,2,9,2,7,12,160000
15417,30676,12-7023-02,1,703,703,90.0,236,1365379200,2047334400,2,1,160,160,2,9,2,7,12,160000
15418,27833,12-1302,1,700,700,77.0,230,1221350400,1959120000,6,1,110,160,2,9,3,4,11,160000
15419,31081,12-132,1,695,695,88.0,239,1355616000,2056147200,0,1,110,160,2,9,2,7,11,160000
15420,29798,12-132,1,695,695,88.0,240,1322956800,2075846400,0,1,110,160,2,9,2,7,11,160000
15421,5682,11-276,0,680,680,122.0,260,790473600,1779321600,1,1,110,160,2,9,2,4,2,110000
15422,8238,11-286,0,670,670,138.0,262,727228800,1811548800,1,1,110,160,2,9,2,1,1,160000
15423,26938,12-132,1,700,700,88.0,240,1099440000,1803686400,0,1,110,160,2,9,2,1,4,160000
15424,14732,12-132,1,700,700,88.0,240,1065139200,1812931200,0,1,110,160,2,9,3,4,11,160000
15425,2282,11-2135-01,0,670,670,161.0,268,1612396800,2659910400,1,1,110,160,2,9,2,19,11,160000
15426,2287,11-2135-01,0,670,670,161.0,267,1661126400,2664057600,1,1,110,160,2,9,2,19,11,160000
15427,13405,12-132-03,1,695,695,88.0,243,1261785600,2017008000,0,1,110,160,22,2,2,7,11,160000
15428,9036,11-286,0,670,670,138.0,270,788832000,1852416000,1,1,110,160,2,9,2,1,11,160000
15429,18471,11-1807-01,0,667,667,165.0,270,1294531200,2346883200,17,1,110,160,2,9,2,7,16,160000
15430,18476,11-1807-01,0,667,667,165.0,270,1335571200,2281478400,17,1,110,160,2,9,2,7,16,160000
15431,18478,11-1807-01,0,667,667,165.0,270,1262390400,2368569600,17,1,110,160,2,9,2,7,12,160000
15432,22986,12-132,1,695,695,88.0,243,1344211200,1984348800,0,1,110,160,2,9,2,7,11,160000
15433,32978,12-132,1,695,695,88.0,240,1400544000,2041459200,0,1,110,160,2,9,2,7,11,160000
15434,23541,12-132,1,695,695,88.0,243,1339891200,1945296000,0,1,110,160,2,9,2,7,11,160000
15435,27136,12-132,1,695,695,88.0,243,1304121600,1968278400,0,1,110,160,2,9,2,7,11,160000
15436,31629,12-132,1,695,695,88.0,239,1344211200,2079043200,0,1,110,160,2,9,2,7,11,160000
15437,31905,12-196-02,1,750,750,94.0,249,1576022400,2539814400,0,1,350,500,43,11,2,7,11,350000
15438,21459,12-132,1,695,695,88.0,240,1144454400,1855267200,13,1,110,160,22,9,2,4,11,160000
15439,23864,12-9780,1,700,700,85.0,235,1344988800,2050272000,4,1,110,160,2,9,3,6,11,160000
15440,19694,11-286,0,670,670,138.0,270,774576000,1842566400,1,1,110,160,2,9,3,1,1,160000
15441,16786,12-7023-02,1,703,703,90.0,236,1335744000,2045347200,2,1,160,160,2,9,2,7,12,160000
15442,19926,12-9780,1,700,700,85.0,240,1275091200,2014848000,4,1,110,160,2,9,2,6,12,160000
15443,29860,12-132,1,695,695,88.0,240,1308355200,2074809600,0,1,110,160,2,9,2,7,11,160000
15444,29861,12-132,1,695,695,88.0,240,1319500800,2027462400,0,1,110,160,2,9,2,7,11,160000
15445,7989,11-286,0,670,670,138.0,270,770601600,1811030400,1,1,110,160,2,9,3,1,11,160000
15446,25603,12-132-03,1,695,695,88.0,240,1256947200,2003961600,0,1,110,160,22,2,2,7,11,160000
15447,30484,12-7023-02,1,703,703,90.0,236,1345507200,2066256000,2,1,160,160,2,9,2,7,12,160000
15448,30533,12-7023-02,1,703,703,90.0,234,1316217600,2030745600,2,1,160,160,2,9,2,7,12,160000
15449,30333,12-132,1,695,695,88.0,240,1342656000,2048025600,0,1,110,160,2,9,2,7,11,160000
15450,22200,12-132,1,695,695,88.0,243,1371945600,1974499200,0,1,110,160,2,9,2,7,11,160000
15451,28145,12-132-03,1,695,695,88.0,242,1224547200,1951948800,0,1,110,160,22,2,2,7,11,160000
15452,32918,12-132,1,695,695,88.0,241,1417478400,2085091200,0,1,110,160,2,9,2,7,11,160000
15453,27795,12-132,1,695,695,88.0,241,1341446400,1966636800,13,1,110,160,22,9,3,6,12,160000
15454,22229,12-132,1,695,695,88.0,241,1292025600,2056492800,0,1,110,160,2,9,2,7,11,160000
15455,20914,12-9788-01,1,710,710,85.0,225,1277596800,1916524800,6,1,110,160,2,2,2,7,11,160000
15456,12108,12-132-03,1,695,695,88.0,243,1210896000,2025043200,0,1,110,160,22,2,2,7,11,160000
15457,8070,11-286,0,670,670,138.0,270,829008000,1799971200,1,1,110,160,2,9,2,1,1,160000
15458,21773,12-132,1,695,695,88.0,240,1212796800,1895529600,13,1,110,160,22,9,2,1,11,160000
15459,27492,12-9766,1,695,695,88.0,244,1323907200,2008713600,5,1,110,160,22,9,2,6,12,160000
15460,6586,11-280,0,680,680,138.0,250,697766400,1748304000,1,1,110,160,2,9,2,1,11,110000
15461,29479,12-132,1,695,695,88.0,241,1408233600,2080944000,0,1,110,160,2,9,2,7,11,160000
15462,14077,12-132,1,695,695,88.0,239,1090800000,1813968000,0,1,110,160,2,9,2,1,11,160000
15463,12660,12-132-03,1,695,695,88.0,243,1260403200,2039472000,0,1,110,160,22,2,2,7,11,160000
15464,15607,12-132,1,700,700,88.0,240,1077148800,1806278400,0,1,110,160,2,9,2,1,12,160000
15465,22971,12-132,1,695,695,88.0,243,1232064000,2049321600,0,1,110,160,2,9,2,7,11,160000
15466,9473,11-286,0,670,670,138.0,270,777513600,1813449600,1,1,110,160,2,9,3,1,12,160000
