,wagnum,month,target_month,target_day
15271,1742,2023-03-01,1,1
15272,1781,2023-03-01,1,1
15273,1883,2023-03-01,1,1
15274,1968,2023-03-01,1,1
15275,2008,2023-03-01,1,1
15276,2054,2023-03-01,1,1
15277,2119,2023-03-01,1,1
15278,26736,2023-03-01,1,1
15279,26748,2023-03-01,1,1
15280,27912,2023-03-01,1,1
15281,27965,2023-03-01,1,1
15282,28060,2023-03-01,1,1
15283,28063,2023-03-01,1,1
15284,29700,2023-03-01,1,1
15285,936,2023-03-01,1,1
15286,25952,2023-03-01,1,1
15287,14290,2023-03-01,1,1
15288,14297,2023-03-01,1,1
15289,14317,2023-03-01,1,1
15290,14390,2023-03-01,1,1
15291,17922,2023-03-01,1,1
15292,17944,2023-03-01,1,1
15293,18026,2023-03-01,1,1
15294,18062,2023-03-01,1,1
15295,18079,2023-03-01,1,1
15296,18113,2023-03-01,1,1
15297,18245,2023-03-01,1,1
15298,18326,2023-03-01,1,1
15299,18337,2023-03-01,1,1
15300,18375,2023-03-01,1,1
15301,18416,2023-03-01,1,1
15302,13353,2023-03-01,1,1
15303,2241,2023-03-01,1,1
15304,2258,2023-03-01,1,1
15305,2282,2023-03-01,1,1
15306,2286,2023-03-01,1,1
15307,2343,2023-03-01,1,1
15308,2400,2023-03-01,1,1
15309,2421,2023-03-01,1,1
15310,11301,2023-03-01,1,1
15311,11315,2023-03-01,1,1
15312,11332,2023-03-01,1,1
15313,11356,2023-03-01,1,1
15314,11400,2023-03-01,1,1
15315,11439,2023-03-01,1,1
15316,11440,2023-03-01,1,1
15317,11441,2023-03-01,1,1
15318,11454,2023-03-01,1,1
15319,11482,2023-03-01,1,1
15320,11508,2023-03-01,1,1
15321,11583,2023-03-01,1,1
15322,11646,2023-03-01,1,1
15323,11874,2023-03-01,1,1
15324,11906,2023-03-01,1,1
15325,11985,2023-03-01,1,1
15326,12142,2023-03-01,1,1
15327,2166,2023-03-01,1,1
15328,2168,2023-03-01,1,1
15329,7034,2023-03-01,1,1
15330,7041,2023-03-01,1,1
15331,7052,2023-03-01,1,1
15332,7062,2023-03-01,1,1
15333,26940,2023-03-01,1,1
15334,28083,2023-03-01,1,1
15335,28106,2023-03-01,1,1
15336,28278,2023-03-01,1,1
15337,28303,2023-03-01,1,1
15338,28329,2023-03-01,1,1
15339,10637,2023-03-01,1,1
15340,31553,2023-03-01,1,1
15341,31596,2023-03-01,1,1
15342,31640,2023-03-01,1,1
15343,31778,2023-03-01,1,1
15344,31842,2023-03-01,1,1
15345,32008,2023-03-01,1,1
15346,25380,2023-03-01,1,1
15347,25403,2023-03-01,1,1
15348,25420,2023-03-01,1,1
15349,25649,2023-03-01,1,1
15350,14429,2023-03-01,1,1
15351,14463,2023-03-01,1,1
15352,14507,2023-03-01,1,1
15353,14533,2023-03-01,1,1
15354,14554,2023-03-01,1,1
15355,14630,2023-03-01,1,1
15356,14731,2023-03-01,1,1
15357,14771,2023-03-01,1,1
15358,14810,2023-03-01,1,1
15359,14888,2023-03-01,1,1
15360,14936,2023-03-01,1,1
15361,14989,2023-03-01,1,1
15362,14998,2023-03-01,1,1
15363,15024,2023-03-01,1,1
15364,15154,2023-03-01,1,1
15365,15158,2023-03-01,1,1
15366,15212,2023-03-01,1,1
15367,15312,2023-03-01,1,1
15368,15367,2023-03-01,1,1
15369,16897,2023-03-01,1,1
15370,12159,2023-03-01,1,1
15371,12194,2023-03-01,1,1
15372,12235,2023-03-01,1,1
15373,12274,2023-03-01,1,1
15374,12278,2023-03-01,1,1
15375,12294,2023-03-01,1,1
15376,12337,2023-03-01,1,1
15377,12447,2023-03-01,1,1
15378,12448,2023-03-01,1,1
15379,12479,2023-03-01,1,1
15380,12527,2023-03-01,1,1
15381,12651,2023-03-01,1,1
15382,12672,2023-03-01,1,1
15383,12742,2023-03-01,1,1
15384,12774,2023-03-01,1,1
15385,12902,2023-03-01,1,1
15386,7131,2023-03-01,1,1
15387,7146,2023-03-01,1,1
15388,7153,2023-03-01,1,1
15389,7177,2023-03-01,1,1
15390,7194,2023-03-01,1,1
15391,7257,2023-03-01,1,1
15392,7297,2023-03-01,1,1
15393,7301,2023-03-01,1,1
15394,7314,2023-03-01,1,1
15395,7378,2023-03-01,1,1
15396,7442,2023-03-01,1,1
15397,7528,2023-03-01,1,1
15398,7557,2023-03-01,1,1
15399,7586,2023-03-01,1,1
15400,7628,2023-03-01,1,1
15401,7650,2023-03-01,1,1
15402,7724,2023-03-01,1,1
15403,7829,2023-03-01,1,1
15404,7870,2023-03-01,1,1
15405,7883,2023-03-01,1,1
15406,7993,2023-03-01,1,1
15407,29736,2023-03-01,1,1
15408,32025,2023-03-01,1,1
15409,32102,2023-03-01,1,1
15410,32224,2023-03-01,1,1
15411,32321,2023-03-01,1,1
15412,21691,2023-03-01,1,1
15413,25746,2023-03-01,1,1
15414,25772,2023-03-01,1,1
15415,25837,2023-03-01,1,1
15416,15370,2023-03-01,1,1
15417,15408,2023-03-01,1,1
15418,15529,2023-03-01,1,1
15419,15549,2023-03-01,1,1
15420,15594,2023-03-01,1,1
15421,15618,2023-03-01,1,1
15422,15656,2023-03-01,1,1
15423,15775,2023-03-01,1,1
15424,15806,2023-03-01,1,1
15425,15910,2023-03-01,1,1
15426,15921,2023-03-01,1,1
15427,28693,2023-03-01,1,1
15428,6345,2023-03-01,1,1
15429,8041,2023-03-01,1,1
15430,8124,2023-03-01,1,1
15431,8176,2023-03-01,1,1
15432,8214,2023-03-01,1,1
15433,8263,2023-03-01,1,1
15434,8278,2023-03-01,1,1
15435,8315,2023-03-01,1,1
15436,8393,2023-03-01,1,1
15437,8462,2023-03-01,1,1
15438,6868,2023-03-01,1,1
15439,22275,2023-03-01,1,1
15440,21701,2023-03-01,1,1
15441,21853,2023-03-01,1,1
15442,18076,2023-03-01,1,1
15443,32628,2023-03-01,1,1
15444,18420,2023-03-01,1,1
15445,18431,2023-03-01,1,1
15446,18446,2023-03-01,1,1
15447,19125,2023-03-01,1,1
15448,19152,2023-03-01,1,1
15449,19171,2023-03-01,1,1
15450,19236,2023-03-01,1,1
15451,19279,2023-03-01,1,1
15452,19314,2023-03-01,1,1
15453,19316,2023-03-01,1,1
15454,19498,2023-03-01,1,1
15455,19555,2023-03-01,1,1
15456,19570,2023-03-01,1,1
15457,19572,2023-03-01,1,1
15458,19627,2023-03-01,1,1
15459,19629,2023-03-01,1,1
15460,14576,2023-03-01,1,1
15461,8496,2023-03-01,1,1
15462,8497,2023-03-01,1,1
15463,8521,2023-03-01,1,1
15464,8602,2023-03-01,1,1
15465,8649,2023-03-01,1,1
15466,8684,2023-03-01,1,1
15467,6364,2023-03-01,1,1
15468,24229,2023-03-01,1,1
15469,24250,2023-03-01,1,1
15470,21995,2023-03-01,1,1
15471,22024,2023-03-01,1,1
15472,22082,2023-03-01,1,1
15473,22124,2023-03-01,1,1
15474,22187,2023-03-01,1,1
15475,22216,2023-03-01,1,1
15476,22229,2023-03-01,1,1
15477,22274,2023-03-01,1,1
15478,22300,2023-03-01,1,1
15479,12855,2023-03-01,1,1
15480,16544,2023-03-01,1,1
15481,12892,2023-03-01,1,1
15482,24127,2023-03-01,1,1
15483,9146,2023-03-01,1,1
15484,27599,2023-03-01,1,1
15485,19734,2023-03-01,1,1
15486,19808,2023-03-01,1,1
15487,19827,2023-03-01,1,1
15488,19875,2023-03-01,1,1
15489,19891,2023-03-01,1,1
15490,29991,2023-03-01,1,1
15491,22997,2023-03-01,1,1
15492,8695,2023-03-01,1,1
15493,8715,2023-03-01,1,1
15494,8722,2023-03-01,1,1
15495,8828,2023-03-01,1,1
15496,8899,2023-03-01,1,1
15497,8904,2023-03-01,1,1
15498,8932,2023-03-01,1,1
15499,9037,2023-03-01,1,1
15500,9043,2023-03-01,1,1
15501,9089,2023-03-01,1,1
15502,9127,2023-03-01,1,1
15503,9133,2023-03-01,1,1
15504,9194,2023-03-01,1,1
15505,9222,2023-03-01,1,1
15506,9275,2023-03-01,1,1
15507,9308,2023-03-01,1,1
15508,9462,2023-03-01,1,1
15509,9468,2023-03-01,1,1
15510,9512,2023-03-01,1,1
15511,9582,2023-03-01,1,1
15512,9694,2023-03-01,1,1
15513,24284,2023-03-01,1,1
15514,24321,2023-03-01,1,1
15515,24350,2023-03-01,1,1
15516,24394,2023-03-01,1,1
15517,24403,2023-03-01,1,1
15518,24430,2023-03-01,1,1
15519,24439,2023-03-01,1,1
15520,27059,2023-03-01,1,1
15521,27076,2023-03-01,1,1
15522,28388,2023-03-01,1,1
15523,28464,2023-03-01,1,1
15524,28495,2023-03-01,1,1
15525,2245,2023-03-01,1,1
15526,10886,2023-03-01,1,1
15527,19643,2023-03-01,1,1
15528,24612,2023-03-01,1,1
15529,20057,2023-03-01,1,1
15530,20150,2023-03-01,1,1
15531,20214,2023-03-01,1,1
15532,20321,2023-03-01,1,1
15533,20361,2023-03-01,1,1
15534,20384,2023-03-01,1,1
15535,20404,2023-03-01,1,1
15536,20464,2023-03-01,1,1
15537,20511,2023-03-01,1,1
15538,20525,2023-03-01,1,1
15539,1418,2023-03-01,1,1
15540,15954,2023-03-01,1,1
15541,15989,2023-03-01,1,1
15542,16004,2023-03-01,1,1
15543,16016,2023-03-01,1,1
15544,16055,2023-03-01,1,1
15545,10699,2023-03-01,1,1
15546,1877,2023-03-01,1,1
15547,13795,2023-03-01,1,1
15548,28914,2023-03-01,1,1
15549,12990,2023-03-01,1,1
15550,12993,2023-03-01,1,1
15551,13023,2023-03-01,1,1
15552,13117,2023-03-01,1,1
15553,13166,2023-03-01,1,1
15554,13195,2023-03-01,1,1
15555,13202,2023-03-01,1,1
15556,13231,2023-03-01,1,1
15557,13276,2023-03-01,1,1
15558,13298,2023-03-01,1,1
15559,13320,2023-03-01,1,1
15560,13388,2023-03-01,1,1
15561,13400,2023-03-01,1,1
15562,13438,2023-03-01,1,1
15563,13561,2023-03-01,1,1
15564,13681,2023-03-01,1,1
15565,13772,2023-03-01,1,1
15566,13819,2023-03-01,1,1
15567,13938,2023-03-01,1,1
15568,13977,2023-03-01,1,1
15569,14023,2023-03-01,1,1
15570,25866,2023-03-01,1,1
15571,27100,2023-03-01,1,1
15572,27103,2023-03-01,1,1
15573,27105,2023-03-01,1,1
15574,27139,2023-03-01,1,1
15575,27159,2023-03-01,1,1
15576,27235,2023-03-01,1,1
15577,27265,2023-03-01,1,1
15578,27286,2023-03-01,1,1
15579,27309,2023-03-01,1,1
15580,27310,2023-03-01,1,1
15581,28562,2023-03-01,1,1
15582,28600,2023-03-01,1,1
15583,28603,2023-03-01,1,1
15584,24688,2023-03-01,1,1
15585,24731,2023-03-01,1,1
15586,24815,2023-03-01,1,1
15587,24832,2023-03-01,1,1
15588,24858,2023-03-01,1,1
15589,20631,2023-03-01,1,1
15590,20647,2023-03-01,1,1
15591,20705,2023-03-01,1,1
15592,20741,2023-03-01,1,1
15593,20803,2023-03-01,1,1
15594,20829,2023-03-01,1,1
15595,20937,2023-03-01,1,1
15596,21030,2023-03-01,1,1
15597,16066,2023-03-01,1,1
15598,16094,2023-03-01,1,1
15599,16117,2023-03-01,1,1
15600,16126,2023-03-01,1,1
15601,16136,2023-03-01,1,1
15602,16146,2023-03-01,1,1
15603,16166,2023-03-01,1,1
15604,16210,2023-03-01,1,1
15605,16231,2023-03-01,1,1
15606,16240,2023-03-01,1,1
15607,16267,2023-03-01,1,1
15608,16301,2023-03-01,1,1
15609,16406,2023-03-01,1,1
15610,16418,2023-03-01,1,1
15611,5248,2023-03-01,1,1
15612,5305,2023-03-01,1,1
15613,14085,2023-03-01,1,1
15614,14105,2023-03-01,1,1
15615,14135,2023-03-01,1,1
15616,14186,2023-03-01,1,1
15617,14196,2023-03-01,1,1
15618,14214,2023-03-01,1,1
15619,7842,2023-03-01,1,1
15620,26018,2023-03-01,1,1
15621,26057,2023-03-01,1,1
15622,26076,2023-03-01,1,1
15623,26117,2023-03-01,1,1
15624,27420,2023-03-01,1,1
15625,29873,2023-03-01,1,1
15626,32581,2023-03-01,1,1
15627,32621,2023-03-01,1,1
15628,32648,2023-03-01,1,1
15629,32695,2023-03-01,1,1
15630,32716,2023-03-01,1,1
15631,32778,2023-03-01,1,1
15632,32846,2023-03-01,1,1
15633,32893,2023-03-01,1,1
15634,32937,2023-03-01,1,1
15635,33001,2023-03-01,1,1
15636,33045,2023-03-01,1,1
15637,9426,2023-03-01,1,1
15638,14387,2023-03-01,1,1
15639,7707,2023-03-01,1,1
15640,12739,2023-03-01,1,1
15641,12857,2023-03-01,1,1
15642,16437,2023-03-01,1,1
15643,16445,2023-03-01,1,1
15644,16447,2023-03-01,1,1
15645,5408,2023-03-01,1,1
15646,5476,2023-03-01,1,1
15647,5490,2023-03-01,1,1
15648,5524,2023-03-01,1,1
15649,5600,2023-03-01,1,1
15650,22077,2023-03-01,1,1
15651,26224,2023-03-01,1,1
15652,26257,2023-03-01,1,1
15653,26277,2023-03-01,1,1
15654,29985,2023-03-01,1,1
15655,14995,2023-03-01,1,1
15656,22334,2023-03-01,1,1
15657,22413,2023-03-01,1,1
15658,22432,2023-03-01,1,1
15659,22507,2023-03-01,1,1
15660,22514,2023-03-01,1,1
15661,11006,2023-03-01,1,1
15662,23963,2023-03-01,1,1
15663,5794,2023-03-01,1,1
15664,5816,2023-03-01,1,1
15665,28803,2023-03-01,1,1
15666,28822,2023-03-01,1,1
15667,22551,2023-03-01,1,1
15668,22583,2023-03-01,1,1
15669,22627,2023-03-01,1,1
15670,22750,2023-03-01,1,1
15671,22798,2023-03-01,1,1
15672,22822,2023-03-01,1,1
15673,22858,2023-03-01,1,1
15674,22898,2023-03-01,1,1
15675,23069,2023-03-01,1,1
15676,23179,2023-03-01,1,1
15677,23187,2023-03-01,1,1
15678,23253,2023-03-01,1,1
15679,23277,2023-03-01,1,1
15680,23332,2023-03-01,1,1
15681,23397,2023-03-01,1,1
15682,23447,2023-03-01,1,1
15683,23479,2023-03-01,1,1
15684,15384,2023-03-01,1,1
15685,17236,2023-03-01,1,1
15686,17238,2023-03-01,1,1
15687,17241,2023-03-01,1,1
15688,17242,2023-03-01,1,1
15689,17243,2023-03-01,1,1
15690,17245,2023-03-01,1,1
15691,17248,2023-03-01,1,1
15692,17511,2023-03-01,1,1
15693,17515,2023-03-01,1,1
15694,17516,2023-03-01,1,1
15695,17520,2023-03-01,1,1
15696,17523,2023-03-01,1,1
15697,17524,2023-03-01,1,1
15698,17532,2023-03-01,1,1
15699,17533,2023-03-01,1,1
15700,17537,2023-03-01,1,1
15701,17544,2023-03-01,1,1
15702,17548,2023-03-01,1,1
15703,17552,2023-03-01,1,1
15704,17560,2023-03-01,1,1
15705,17561,2023-03-01,1,1
15706,17564,2023-03-01,1,1
15707,17574,2023-03-01,1,1
15708,17586,2023-03-01,1,1
15709,17589,2023-03-01,1,1
15710,17592,2023-03-01,1,1
15711,17595,2023-03-01,1,1
15712,17599,2023-03-01,1,1
15713,17605,2023-03-01,1,1
15714,16184,2023-03-01,1,1
15715,16185,2023-03-01,1,1
15716,16188,2023-03-01,1,1
15717,16189,2023-03-01,1,1
15718,16191,2023-03-01,1,1
15719,16194,2023-03-01,1,1
15720,16203,2023-03-01,1,1
15721,16209,2023-03-01,1,1
15722,16213,2023-03-01,1,1
15723,16214,2023-03-01,1,1
15724,16215,2023-03-01,1,1
15725,16220,2023-03-01,1,1
15726,16221,2023-03-01,1,1
15727,6372,2023-03-01,1,1
15728,8975,2023-03-01,1,1
15729,8978,2023-03-01,1,1
15730,8979,2023-03-01,1,1
15731,8983,2023-03-01,1,1
15732,8993,2023-03-01,1,1
15733,8995,2023-03-01,1,1
15734,8997,2023-03-01,1,1
15735,9003,2023-03-01,1,1
15736,9004,2023-03-01,1,1
15737,9009,2023-03-01,1,1
15738,9013,2023-03-01,1,1
15739,9017,2023-03-01,1,1
15740,9026,2023-03-01,1,1
15741,9030,2023-03-01,1,1
15742,9041,2023-03-01,1,1
15743,9047,2023-03-01,1,1
15744,9048,2023-03-01,1,1
15745,9052,2023-03-01,1,1
15746,7741,2023-03-01,1,1
15747,7742,2023-03-01,1,1
15748,7746,2023-03-01,1,1
15749,7748,2023-03-01,1,1
15750,7755,2023-03-01,1,1
15751,7759,2023-03-01,1,1
15752,7761,2023-03-01,1,1
15753,7767,2023-03-01,1,1
15754,9054,2023-03-01,1,1
15755,9062,2023-03-01,1,1
15756,9066,2023-03-01,1,1
15757,9067,2023-03-01,1,1
15758,9068,2023-03-01,1,1
15759,9072,2023-03-01,1,1
15760,9075,2023-03-01,1,1
15761,9085,2023-03-01,1,1
15762,9086,2023-03-01,1,1
15763,9090,2023-03-01,1,1
15764,9094,2023-03-01,1,1
15765,9097,2023-03-01,1,1
15766,10059,2023-03-01,1,1
15767,10064,2023-03-01,1,1
15768,10071,2023-03-01,1,1
15769,10074,2023-03-01,1,1
15770,10086,2023-03-01,1,1
15771,10089,2023-03-01,1,1
15772,10090,2023-03-01,1,1
15773,10093,2023-03-01,1,1
15774,10096,2023-03-01,1,1
15775,10101,2023-03-01,1,1
15776,10102,2023-03-01,1,1
15777,10106,2023-03-01,1,1
15778,10109,2023-03-01,1,1
15779,10112,2023-03-01,1,1
15780,10114,2023-03-01,1,1
15781,11149,2023-03-01,1,1
15782,14474,2023-03-01,1,1
15783,14477,2023-03-01,1,1
15784,14480,2023-03-01,1,1
15785,14483,2023-03-01,1,1
15786,14485,2023-03-01,1,1
15787,14493,2023-03-01,1,1
15788,14502,2023-03-01,1,1
15789,14506,2023-03-01,1,1
15790,14509,2023-03-01,1,1
15791,14514,2023-03-01,1,1
15792,14520,2023-03-01,1,1
15793,14521,2023-03-01,1,1
15794,14523,2023-03-01,1,1
15795,14532,2023-03-01,1,1
15796,12948,2023-03-01,1,1
15797,12958,2023-03-01,1,1
15798,12962,2023-03-01,1,1
15799,12964,2023-03-01,1,1
15800,12966,2023-03-01,1,1
15801,12970,2023-03-01,1,1
15802,12971,2023-03-01,1,1
15803,12974,2023-03-01,1,1
15804,12976,2023-03-01,1,1
15805,14568,2023-03-01,1,1
15806,14571,2023-03-01,1,1
15807,14575,2023-03-01,1,1
15808,14582,2023-03-01,1,1
15809,14583,2023-03-01,1,1
15810,14587,2023-03-01,1,1
15811,14593,2023-03-01,1,1
15812,14595,2023-03-01,1,1
15813,14607,2023-03-01,1,1
15814,14610,2023-03-01,1,1
15815,11523,2023-03-01,1,1
15816,11526,2023-03-01,1,1
15817,11529,2023-03-01,1,1
15818,11555,2023-03-01,1,1
15819,11557,2023-03-01,1,1
15820,11563,2023-03-01,1,1
15821,11564,2023-03-01,1,1
15822,11566,2023-03-01,1,1
15823,11569,2023-03-01,1,1
15824,11575,2023-03-01,1,1
15825,11578,2023-03-01,1,1
15826,11582,2023-03-01,1,1
15827,11584,2023-03-01,1,1
15828,11588,2023-03-01,1,1
15829,11592,2023-03-01,1,1
15830,11595,2023-03-01,1,1
15831,11600,2023-03-01,1,1
15832,11601,2023-03-01,1,1
15833,11605,2023-03-01,1,1
15834,13265,2023-03-01,1,1
15835,10909,2023-03-01,1,1
15836,13860,2023-03-01,1,1
15837,13869,2023-03-01,1,1
15838,13872,2023-03-01,1,1
15839,13876,2023-03-01,1,1
15840,13881,2023-03-01,1,1
15841,13884,2023-03-01,1,1
15842,13887,2023-03-01,1,1
15843,13889,2023-03-01,1,1
15844,13893,2023-03-01,1,1
15845,13897,2023-03-01,1,1
15846,13900,2023-03-01,1,1
15847,13904,2023-03-01,1,1
15848,13907,2023-03-01,1,1
15849,13911,2023-03-01,1,1
15850,13915,2023-03-01,1,1
15851,13924,2023-03-01,1,1
15852,13926,2023-03-01,1,1
15853,13929,2023-03-01,1,1
15854,13932,2023-03-01,1,1
15855,13934,2023-03-01,1,1
15856,13939,2023-03-01,1,1
15857,18200,2023-03-01,1,1
15858,18201,2023-03-01,1,1
15859,18210,2023-03-01,1,1
15860,18215,2023-03-01,1,1
15861,18219,2023-03-01,1,1
15862,18221,2023-03-01,1,1
15863,18223,2023-03-01,1,1
15864,18228,2023-03-01,1,1
15865,18229,2023-03-01,1,1
15866,18233,2023-03-01,1,1
15867,18235,2023-03-01,1,1
15868,18238,2023-03-01,1,1
15869,18243,2023-03-01,1,1
15870,18246,2023-03-01,1,1
15871,18250,2023-03-01,1,1
15872,18253,2023-03-01,1,1
15873,18266,2023-03-01,1,1
15874,18270,2023-03-01,1,1
15875,18274,2023-03-01,1,1
15876,17608,2023-03-01,1,1
15877,17609,2023-03-01,1,1
15878,17611,2023-03-01,1,1
15879,18463,2023-03-01,1,1
15880,18467,2023-03-01,1,1
15881,18471,2023-03-01,1,1
15882,18472,2023-03-01,1,1
15883,18477,2023-03-01,1,1
15884,18482,2023-03-01,1,1
15885,18488,2023-03-01,1,1
15886,18495,2023-03-01,1,1
15887,18501,2023-03-01,1,1
15888,17793,2023-03-01,1,1
15889,16225,2023-03-01,1,1
15890,16239,2023-03-01,1,1
15891,16243,2023-03-01,1,1
15892,16251,2023-03-01,1,1
15893,16256,2023-03-01,1,1
15894,16572,2023-03-01,1,1
15895,16580,2023-03-01,1,1
15896,16581,2023-03-01,1,1
15897,16590,2023-03-01,1,1
15898,16593,2023-03-01,1,1
15899,16596,2023-03-01,1,1
15900,16602,2023-03-01,1,1
15901,16605,2023-03-01,1,1
15902,16608,2023-03-01,1,1
15903,16612,2023-03-01,1,1
15904,16614,2023-03-01,1,1
15905,9196,2023-03-01,1,1
15906,9203,2023-03-01,1,1
15907,9210,2023-03-01,1,1
15908,9223,2023-03-01,1,1
15909,9229,2023-03-01,1,1
15910,9234,2023-03-01,1,1
15911,9237,2023-03-01,1,1
15912,9238,2023-03-01,1,1
15913,9239,2023-03-01,1,1
15914,9247,2023-03-01,1,1
15915,9250,2023-03-01,1,1
15916,9253,2023-03-01,1,1
15917,9106,2023-03-01,1,1
15918,9110,2023-03-01,1,1
15919,9117,2023-03-01,1,1
15920,9120,2023-03-01,1,1
15921,9126,2023-03-01,1,1
15922,9141,2023-03-01,1,1
15923,9142,2023-03-01,1,1
15924,9143,2023-03-01,1,1
15925,9150,2023-03-01,1,1
15926,9153,2023-03-01,1,1
15927,9154,2023-03-01,1,1
15928,9155,2023-03-01,1,1
15929,9158,2023-03-01,1,1
15930,9162,2023-03-01,1,1
15931,9164,2023-03-01,1,1
15932,9169,2023-03-01,1,1
15933,9171,2023-03-01,1,1
15934,9173,2023-03-01,1,1
15935,9177,2023-03-01,1,1
15936,9178,2023-03-01,1,1
15937,9181,2023-03-01,1,1
15938,9186,2023-03-01,1,1
15939,8050,2023-03-01,1,1
15940,8054,2023-03-01,1,1
15941,8058,2023-03-01,1,1
15942,8059,2023-03-01,1,1
15943,8062,2023-03-01,1,1
15944,8064,2023-03-01,1,1
15945,8068,2023-03-01,1,1
15946,8070,2023-03-01,1,1
15947,8074,2023-03-01,1,1
15948,8080,2023-03-01,1,1
15949,8086,2023-03-01,1,1
15950,8089,2023-03-01,1,1
15951,8096,2023-03-01,1,1
15952,11155,2023-03-01,1,1
15953,11157,2023-03-01,1,1
15954,11161,2023-03-01,1,1
15955,11165,2023-03-01,1,1
15956,11167,2023-03-01,1,1
15957,22020,2023-03-01,1,1
15958,22027,2023-03-01,1,1
15959,14537,2023-03-01,1,1
15960,14538,2023-03-01,1,1
15961,14541,2023-03-01,1,1
15962,14546,2023-03-01,1,1
15963,14549,2023-03-01,1,1
15964,14558,2023-03-01,1,1
15965,14560,2023-03-01,1,1
15966,14561,2023-03-01,1,1
15967,14565,2023-03-01,1,1
15968,10394,2023-03-01,1,1
15969,10404,2023-03-01,1,1
15970,10408,2023-03-01,1,1
15971,14615,2023-03-01,1,1
15972,14621,2023-03-01,1,1
15973,14626,2023-03-01,1,1
15974,14631,2023-03-01,1,1
15975,14635,2023-03-01,1,1
15976,14638,2023-03-01,1,1
15977,14643,2023-03-01,1,1
15978,14646,2023-03-01,1,1
15979,14649,2023-03-01,1,1
15980,14652,2023-03-01,1,1
15981,14655,2023-03-01,1,1
15982,14658,2023-03-01,1,1
15983,14659,2023-03-01,1,1
15984,14663,2023-03-01,1,1
15985,14666,2023-03-01,1,1
15986,14670,2023-03-01,1,1
15987,14673,2023-03-01,1,1
15988,14679,2023-03-01,1,1
15989,14689,2023-03-01,1,1
15990,14692,2023-03-01,1,1
15991,19506,2023-03-01,1,1
15992,13268,2023-03-01,1,1
15993,13271,2023-03-01,1,1
15994,13273,2023-03-01,1,1
15995,13275,2023-03-01,1,1
15996,13277,2023-03-01,1,1
15997,13280,2023-03-01,1,1
15998,13282,2023-03-01,1,1
15999,13289,2023-03-01,1,1
16000,13291,2023-03-01,1,1
16001,13297,2023-03-01,1,1
16002,13312,2023-03-01,1,1
16003,13315,2023-03-01,1,1
16004,13319,2023-03-01,1,1
16005,13323,2023-03-01,1,1
16006,13324,2023-03-01,1,1
16007,13325,2023-03-01,1,1
16008,13327,2023-03-01,1,1
16009,13334,2023-03-01,1,1
16010,13339,2023-03-01,1,1
16011,13342,2023-03-01,1,1
16012,10915,2023-03-01,1,1
16013,13941,2023-03-01,1,1
16014,13951,2023-03-01,1,1
16015,13956,2023-03-01,1,1
16016,13960,2023-03-01,1,1
16017,10004,2023-03-01,1,1
16018,10005,2023-03-01,1,1
16019,10006,2023-03-01,1,1
16020,10010,2023-03-01,1,1
16021,10013,2023-03-01,1,1
16022,10017,2023-03-01,1,1
16023,10018,2023-03-01,1,1
16024,10019,2023-03-01,1,1
16025,10022,2023-03-01,1,1
16026,10024,2023-03-01,1,1
16027,10030,2023-03-01,1,1
16028,10032,2023-03-01,1,1
16029,18277,2023-03-01,1,1
16030,18279,2023-03-01,1,1
16031,18282,2023-03-01,1,1
16032,18286,2023-03-01,1,1
16033,18289,2023-03-01,1,1
16034,18292,2023-03-01,1,1
16035,18296,2023-03-01,1,1
16036,18302,2023-03-01,1,1
16037,18305,2023-03-01,1,1
16038,18307,2023-03-01,1,1
16039,18309,2023-03-01,1,1
16040,18315,2023-03-01,1,1
16041,18321,2023-03-01,1,1
16042,18325,2023-03-01,1,1
16043,19594,2023-03-01,1,1
16044,19598,2023-03-01,1,1
16045,19600,2023-03-01,1,1
16046,19601,2023-03-01,1,1
16047,19607,2023-03-01,1,1
16048,19612,2023-03-01,1,1
16049,19613,2023-03-01,1,1
16050,19620,2023-03-01,1,1
16051,15938,2023-03-01,1,1
16052,15939,2023-03-01,1,1
16053,15941,2023-03-01,1,1
16054,15945,2023-03-01,1,1
16055,15947,2023-03-01,1,1
16056,15953,2023-03-01,1,1
16057,15958,2023-03-01,1,1
16058,15962,2023-03-01,1,1
16059,15967,2023-03-01,1,1
16060,16618,2023-03-01,1,1
16061,16622,2023-03-01,1,1
16062,16630,2023-03-01,1,1
16063,16634,2023-03-01,1,1
16064,16637,2023-03-01,1,1
16065,16642,2023-03-01,1,1
16066,16643,2023-03-01,1,1
16067,16649,2023-03-01,1,1
16068,16650,2023-03-01,1,1
16069,16656,2023-03-01,1,1
16070,16661,2023-03-01,1,1
16071,16662,2023-03-01,1,1
16072,16663,2023-03-01,1,1
16073,16666,2023-03-01,1,1
16074,17767,2023-03-01,1,1
16075,17771,2023-03-01,1,1
16076,17780,2023-03-01,1,1
16077,17782,2023-03-01,1,1
16078,17786,2023-03-01,1,1
16079,17796,2023-03-01,1,1
16080,17799,2023-03-01,1,1
16081,9259,2023-03-01,1,1
16082,9260,2023-03-01,1,1
16083,9264,2023-03-01,1,1
16084,9269,2023-03-01,1,1
16085,9276,2023-03-01,1,1
16086,9286,2023-03-01,1,1
16087,9287,2023-03-01,1,1
16088,9294,2023-03-01,1,1
16089,9296,2023-03-01,1,1
16090,9297,2023-03-01,1,1
16091,9300,2023-03-01,1,1
16092,9305,2023-03-01,1,1
